engine_model_id,manufacturer,model_name,engine_family,engine_type
1389,GE,CF6-50C2B,,FAA_TYPE_5
1390,GE,CF6-50C2D,,FAA_TYPE_5
1391,GE,CF6-50CA,,FAA_TYPE_5
1392,GE,CF6-50E,,FAA_TYPE_5
1393,GE,CF6-50E1,,FAA_TYPE_5
1394,GE,CF6-50E2,,FAA_TYPE_5
1395,GE,CF6-50E2B,,FAA_TYPE_5
1396,GE,CF6-6,,FAA_TYPE_5
1397,GE,CF6-6D,,FAA_TYPE_5
1398,GE,CF6-6D1,,FAA_TYPE_5
1399,GE,CF6-6D1A,,FAA_TYPE_5
1400,GE,CF6-6K,,FAA_TYPE_5
1401,GE,CF6-6K2,,FAA_TYPE_5
1402,GE,CF6-80 SERIES,,FAA_TYPE_5
1403,GE,CF6-80A,,FAA_TYPE_5
1404,GE,CF6-80A1,,FAA_TYPE_5
1405,GE,CF6-80A2,,FAA_TYPE_5
1406,GE,CF6-80A3,,FAA_TYPE_5
1407,GE,CF6-80C2A1,,FAA_TYPE_5
1408,GE,CF6-80C2A2,,FAA_TYPE_5
1409,GE,CF6-80C2A3,,FAA_TYPE_5
1410,GE,CF6-80C2A5,,FAA_TYPE_5
1411,GE,CF6-80C2A5F,,FAA_TYPE_5
1412,GE,CF6-80C2A8,,FAA_TYPE_5
1413,GE,CF6-80C2B1,,FAA_TYPE_5
1414,GE,CF6-80C2B1F,,FAA_TYPE_5
1415,GE,CF6-80C2B1F1,,FAA_TYPE_5
1416,GE,CF6-80C2B1F2,,FAA_TYPE_5
1417,GE,CF6-80C2B2,,FAA_TYPE_5
1418,GE,CF6-80C2B2F,,FAA_TYPE_5
1419,GE,CF6-80C2B3F,,FAA_TYPE_5
1420,GE,CF6-80C2B4,,FAA_TYPE_5
1421,GE,CF6-80C2B4F,,FAA_TYPE_5
1422,GE,CF6-80C2B5F,,FAA_TYPE_5
1423,GE,CF6-80C2B6,,FAA_TYPE_5
1424,GE,CF6-80C2B6F,,FAA_TYPE_5
1425,GE,CF6-80C2B6FA,,FAA_TYPE_5
1426,GE,CF6-80C2B7F,,FAA_TYPE_5
1427,GE,CF6-80C2B8F,,FAA_TYPE_5
1428,GE,CF6-80C2D1F,,FAA_TYPE_5
1429,GE,CF6-80C2L1F,,FAA_TYPE_5
1430,GE,CF6-80E1A1,,FAA_TYPE_5
1431,GE,CF6-80E1A2,,FAA_TYPE_5
1432,GE,CF6-80E1A3,,FAA_TYPE_5
1433,GE,CF6-80E1A4,,FAA_TYPE_5
1434,GE,CF6-80E1A4/B,,FAA_TYPE_5
1435,GE,CF700 SERIES,,FAA_TYPE_5
1436,GE,CF700-2C,,FAA_TYPE_5
1437,GE,CF700-2D,,FAA_TYPE_5
1438,GE,CF700-2D-2,,FAA_TYPE_5
1439,GE,CFM56 SERIES,,FAA_TYPE_5
1440,GE,CJ-610-4,,FAA_TYPE_4
1441,GE,CJ-610-8A,,FAA_TYPE_4
1442,GE,CJ610-1,,FAA_TYPE_4
1443,GE,CJ610-5,,FAA_TYPE_4
1444,GE,CJ610-5&6,,FAA_TYPE_4
1445,GE,CJ610-6,,FAA_TYPE_4
1446,GE,CJ610-8,,FAA_TYPE_4
1447,GE,CJ610-8&9,,FAA_TYPE_4
1448,GE,CJ610-9,,FAA_TYPE_4
1449,GE,CJ610-SER,,FAA_TYPE_4
1450,GE,CJ805-23,,FAA_TYPE_4
1451,GE,CJ805-23B,,FAA_TYPE_4
1452,GE,CJ805-23C,,FAA_TYPE_4
1453,GE,CJ805-3,,FAA_TYPE_4
1454,GE,CJ805-3A,,FAA_TYPE_4
1455,GE,CJ805-3B,,FAA_TYPE_4
1456,GE,CT58,,FAA_TYPE_3
1457,GE,CT58 SERIES,,FAA_TYPE_3
1458,GE,CT58-100-2,,FAA_TYPE_3
1459,GE,CT58-110-1,,FAA_TYPE_3
1460,GE,CT58-110-2,,FAA_TYPE_3
1461,GE,CT58-140-1,,FAA_TYPE_3
1462,GE,CT58-140-2,,FAA_TYPE_3
1463,GE,CT64-820-4,,FAA_TYPE_2
1464,GE,CT7,,FAA_TYPE_3
1465,GE,CT7 SERIES,,FAA_TYPE_3
1466,GE,CT7-2A,,FAA_TYPE_3
1467,GE,CT7-2D,,FAA_TYPE_3
1468,GE,CT7-2D1,,FAA_TYPE_3
1469,GE,CT7-5A2,,FAA_TYPE_2
1470,GE,CT7-5A3,,FAA_TYPE_2
1471,GE,CT7-6,,FAA_TYPE_3
1472,GE,CT7-6A,,FAA_TYPE_3
1473,GE,CT7-7A,,FAA_TYPE_2
1474,GE,CT7-7A1,,FAA_TYPE_2
1475,GE,CT7-8,,FAA_TYPE_3
1476,GE,CT7-8A,,FAA_TYPE_3
1477,GE,CT7-8A5,,FAA_TYPE_3
1478,GE,CT7-8A7,,FAA_TYPE_3
1479,GE,CT7-8B,,FAA_TYPE_3
1480,GE,CT7-8B5,,FAA_TYPE_3
1481,GE,CT7-8E,,FAA_TYPE_3
1482,GE,CT7-8E5,,FAA_TYPE_3
1483,GE,CT7-8F,,FAA_TYPE_3
1484,GE,CT7-8F5,,FAA_TYPE_3
1485,GE,CT7-9B,,FAA_TYPE_2
1486,GE,CT7-9B1,,FAA_TYPE_2
1487,GE,CT7-9B2,,FAA_TYPE_2
1488,GE,CT7-9C,,FAA_TYPE_2
1489,GE,CT7-9C3,,FAA_TYPE_2
1490,GE,CT7-9D,,FAA_TYPE_2
1491,GE,CT7-9D2,,FAA_TYPE_2
1492,GE,CT7-SER,,FAA_TYPE_2
1493,GE,CT7A-2A,,FAA_TYPE_3
1494,GE,F-404-GE-102,,FAA_TYPE_5
1495,GE,F-404-GE-102B,,FAA_TYPE_5
1496,GE,F110-GE-129E,,FAA_TYPE_5
1497,GE,F404-GE-102D,,FAA_TYPE_5
1498,GE,GE PASSPORT20,,FAA_TYPE_5
1499,GE,GE90 SERIES,,FAA_TYPE_5
1500,GE,GE90-110B1,,FAA_TYPE_5
1501,GE,GE90-113B,,FAA_TYPE_5
1502,GE,GE90-115B,,FAA_TYPE_5
1503,GE,GE90-76B,,FAA_TYPE_5
1504,GE,GE90-77B,,FAA_TYPE_5
1505,GE,GE90-85B,,FAA_TYPE_5
1506,GE,GE90-90B,,FAA_TYPE_5
1507,GE,GE90-94B,,FAA_TYPE_5
1508,GE,GE9X SERIES,,FAA_TYPE_5
1509,GE,GENX SERIES,,FAA_TYPE_5
1510,GE,GENX-1B54,,FAA_TYPE_5
1511,GE,GENX-1B54/P1,,FAA_TYPE_5
1512,GE,GENX-1B54/P2,,FAA_TYPE_5
1513,GE,GENX-1B58,,FAA_TYPE_5
1514,GE,GENX-1B58/P1,,FAA_TYPE_5
1515,GE,GENX-1B58/P2,,FAA_TYPE_5
1516,GE,GENX-1B64,,FAA_TYPE_5
1517,GE,GENX-1B64/P1,,FAA_TYPE_5
1518,GE,GENX-1B64/P2,,FAA_TYPE_5
1519,GE,GENX-1B67,,FAA_TYPE_5
1520,GE,GENX-1B67/P1,,FAA_TYPE_5
1521,GE,GENX-1B67/P2,,FAA_TYPE_5
1522,GE,GENX-1B70,,FAA_TYPE_5
1523,GE,GENX-1B70/72/,,FAA_TYPE_5
1524,GE,GENX-1B70/75/,,FAA_TYPE_5
1525,GE,GENX-1B70/P1,,FAA_TYPE_5
1526,GE,GENX-1B70/P2,,FAA_TYPE_5
1527,GE,GENX-1B74/75/,,FAA_TYPE_5
1528,GE,GENX-1B75/P1,,FAA_TYPE_5
1529,GE,GENX-1B75/P2,,FAA_TYPE_5
1530,GE,GENX-1B76/P2,,FAA_TYPE_5
1531,GE,GENX-1B76A/P2,,FAA_TYPE_5
1532,GE,GENX-1B78/P2,,FAA_TYPE_5
1533,GE,GENX-2B67,,FAA_TYPE_5
1534,GE,GENX-2B67/P,,FAA_TYPE_5
1535,GE,GENX-2B67B,,FAA_TYPE_5
1536,GE,H75-200,,FAA_TYPE_2
1537,GE,J-79-15A,,FAA_TYPE_4
1538,GE,J47 SERIES,,FAA_TYPE_4
1539,GE,J79-11B,,FAA_TYPE_4
1540,GE,J79-J1E,,FAA_TYPE_4
1541,GE,J85 SER,,FAA_TYPE_4
1542,GE,J85-17A,,FAA_TYPE_4
1543,GE,J85-21C,,FAA_TYPE_4
1544,GE,J85-5H,,FAA_TYPE_4
1545,GE,J85-GE-5A,,FAA_TYPE_4
1546,GE,JT79 SERIES,,FAA_TYPE_4
1547,GE,PASSPORT 20,,FAA_TYPE_5
1548,GE,PASSPRT 20-19,,FAA_TYPE_5
1549,GE,T58 SERIES,,FAA_TYPE_3
1550,GE,T58-GE-402,,FAA_TYPE_3
1551,GE,T58-GE-8B,,FAA_TYPE_3
1552,GE,T64-GE-10,,FAA_TYPE_3
1553,GE,T64-GE-413,,FAA_TYPE_3
1554,GE,T64-GE-416,,FAA_TYPE_3
1555,GE,T64-GE-419,,FAA_TYPE_3
1556,GE,T700 SERIES,,FAA_TYPE_3
1557,GE,T700-GE-401C,,FAA_TYPE_3
1558,GE,T700-GE-700,,FAA_TYPE_3
1559,GE,T700-GE-701,,FAA_TYPE_3
1560,GE,T700-GE-701C,,FAA_TYPE_3
1561,GE,T700-GE-701D,,FAA_TYPE_3
1562,GE,T701 SERIES,,FAA_TYPE_3
1563,GE,TG190B,,FAA_TYPE_4
1564,GE,YF-120,,FAA_TYPE_5
1565,GE,YT706-GE-700,,FAA_TYPE_3
1566,GE AV,H80,,FAA_TYPE_2
1567,GE AV,H80-100,,FAA_TYPE_2
1568,GE AV,H80-200,,FAA_TYPE_2
1569,GE AV,M601D-11,,FAA_TYPE_2
1570,GE AV,M601E-11,,FAA_TYPE_2
1571,GE AV,M601E-11A,,FAA_TYPE_2
1572,GE AV,M601E-11AS,,FAA_TYPE_2
1573,GE AV,M601E-11S,,FAA_TYPE_2
1574,GE AV,M601F,,FAA_TYPE_2
1575,GE AVN CZ,H75-100,,FAA_TYPE_2
1576,GE HONDA,HF-120,,FAA_TYPE_5
1577,GEIGER,HPD12,,FAA_TYPE_10
1578,GEIGER,HPD16,,FAA_TYPE_10
1579,GEORGE OLS,40,,FAA_TYPE_1
1580,GEORGE OLS,50,,FAA_TYPE_1
1581,GESCHWENDE,GFV-8-3,,FAA_TYPE_1
1582,GLADDEN,B-5,,FAA_TYPE_1
1583,GLADDEN,B-54,,FAA_TYPE_1
1584,GLADDEN,C-5,,FAA_TYPE_1
1585,GLADDEN,R-440-1,,FAA_TYPE_1
1586,GLADDEN,R-440-3,,FAA_TYPE_1
1587,GLADDEN,R-5 SERIES 2,,FAA_TYPE_1
1588,GLADDEN,R-540-1,,FAA_TYPE_1
1589,GLADDEN,R-540-2,,FAA_TYPE_1
1590,GLADDEN,R-55,,FAA_TYPE_1
1591,GLADDEN,R-56,,FAA_TYPE_1
1592,GM,CORVAIR,,FAA_TYPE_1
1593,GM,ECO TEC 2.4L,,FAA_TYPE_1
1594,GM,LS1,,FAA_TYPE_1
1595,GM,LS3,,FAA_TYPE_1
1596,GM,LS376,,FAA_TYPE_1
1597,GM,LS6,,FAA_TYPE_1
1598,GNOME,ROTARY,,FAA_TYPE_1
1599,GREATPLAIN,2180CC VW,,FAA_TYPE_1
1600,GREATPLAIN,2276CC,,FAA_TYPE_1
1601,GREATPLAIN,2276GP,,FAA_TYPE_1
1602,GREATPLAIN,GREATPLAIN VW,,FAA_TYPE_1
1603,GROB,2500 E 1,,FAA_TYPE_1
1604,GULF COAST,W670240,,FAA_TYPE_1
1605,HACKER,A60-18L,,FAA_TYPE_10
1606,HACKER,Q150 SERIES,,FAA_TYPE_10
1607,HACKER,Q80-7M V2,,FAA_TYPE_10
1608,HAPI,60,,FAA_TYPE_8
1609,HARLEY DAV,TWIN CAM 88B,,FAA_TYPE_1
1610,HEATH AVN,B4,,FAA_TYPE_1
1611,HERBRANDSE,DYAD-370 SERI,,FAA_TYPE_7
1612,HILLER,8RJ2B,,FAA_TYPE_1
1613,HIRTH,2701,,FAA_TYPE_1
1614,HIRTH,2702,,FAA_TYPE_7
1615,HIRTH,2703,,FAA_TYPE_7
1616,HIRTH,2704,,FAA_TYPE_7
1617,HIRTH,2705,,FAA_TYPE_7
1618,HIRTH,2706,,FAA_TYPE_7
1619,HIRTH,3003,,FAA_TYPE_7
1620,HIRTH,3202,,FAA_TYPE_7
1621,HIRTH,3203,,FAA_TYPE_7
1622,HIRTH,3500 SER,,FAA_TYPE_1
1623,HIRTH,3701,,FAA_TYPE_7
1624,HIRTH,3702,,FAA_TYPE_7
1625,HIRTH,4201,,FAA_TYPE_7
1626,HIRTH,F-23,,FAA_TYPE_7
1627,HIRTH,F-33,,FAA_TYPE_7
1628,HIRTH,F10,,FAA_TYPE_1
1629,HIRTH,F20,,FAA_TYPE_1
1630,HIRTH,F30,,FAA_TYPE_7
1631,HIRTH,FES VEN M100,,FAA_TYPE_7
1632,HIRTH,HM 504,,FAA_TYPE_1
1633,HISPANO,E,,FAA_TYPE_1
1634,HKS,700E,,FAA_TYPE_8
1635,HKS,700T,,FAA_TYPE_8
1636,HONDA,1.5L GDI,,FAA_TYPE_8
1637,HONDA,CIVIC,,FAA_TYPE_1
1638,HONDA,CX500,,FAA_TYPE_1
1639,HONDA,GS190,,FAA_TYPE_7
1640,HONDA,GX-35,,FAA_TYPE_8
1641,HONDA,J35A,,FAA_TYPE_1
1642,HONDA,J35L6,,FAA_TYPE_1
1643,HONDA,K24A4,,FAA_TYPE_8
1644,HONDA,VIKING,,FAA_TYPE_1
1645,HONDA,VIKING 130,,FAA_TYPE_8
1646,HONDA,VTECH,,FAA_TYPE_8
1647,HONEYWELL,55-L-714A,,FAA_TYPE_3
1648,HONEYWELL,AL5512,,FAA_TYPE_3
1649,HONEYWELL,ALF 502 SER,,FAA_TYPE_4
1650,HONEYWELL,ALF502L,,FAA_TYPE_5
1651,HONEYWELL,ALF502L-2,,FAA_TYPE_5
1652,HONEYWELL,ALF502L-2A,,FAA_TYPE_5
1653,HONEYWELL,ALF502L-2C,,FAA_TYPE_5
1654,HONEYWELL,ALF502L-3,,FAA_TYPE_5
1655,HONEYWELL,ALF502R-3,,FAA_TYPE_5
1656,HONEYWELL,ALF502R-3A,,FAA_TYPE_5
1657,HONEYWELL,ALF502R-4,,FAA_TYPE_5
1658,HONEYWELL,ALF502R-5,,FAA_TYPE_5
1659,HONEYWELL,ALF502R-6,,FAA_TYPE_5
1660,HONEYWELL,ALF507-1F,,FAA_TYPE_5
1661,HONEYWELL,ALF507-1H,,FAA_TYPE_5
1662,HONEYWELL,AS907-1-1A,,FAA_TYPE_5
1663,HONEYWELL,AS907-2-1A,,FAA_TYPE_5
1664,HONEYWELL,AS907-2-1G,,FAA_TYPE_5
1665,HONEYWELL,AS907-2-1S,,FAA_TYPE_5
1666,HONEYWELL,AS907-3-1E,,FAA_TYPE_5
1667,HONEYWELL,ATF3-6,,FAA_TYPE_5
1668,HONEYWELL,ATF3-6A,,FAA_TYPE_5
1669,HONEYWELL,CFE 738-1-1B,,FAA_TYPE_5
1670,HONEYWELL,F-124-GA-100,,FAA_TYPE_5
1671,HONEYWELL,F124,,FAA_TYPE_5
1672,HONEYWELL,HTF7000,,FAA_TYPE_5
1673,HONEYWELL,HTF7350,,FAA_TYPE_5
1674,HONEYWELL,HTS-900,,FAA_TYPE_3
1675,HONEYWELL,HTS-900-2,,FAA_TYPE_3
1676,HONEYWELL,LTC1B-1,,FAA_TYPE_3
1677,HONEYWELL,LTP101-600,,FAA_TYPE_2
1678,HONEYWELL,LTP101-600A,,FAA_TYPE_2
1679,HONEYWELL,LTP101-600A1A,,FAA_TYPE_2
1680,HONEYWELL,LTP101-700A1A,,FAA_TYPE_2
1681,HONEYWELL,LTS101-600 SR,,FAA_TYPE_3
1682,HONEYWELL,LTS101-600A-2,,FAA_TYPE_3
1683,HONEYWELL,LTS101-600A-3,,FAA_TYPE_3
1684,HONEYWELL,LTS101-600A3A,,FAA_TYPE_3
1685,HONEYWELL,LTS101-650B-1,,FAA_TYPE_3
1686,HONEYWELL,LTS101-650B1A,,FAA_TYPE_3
1687,HONEYWELL,LTS101-650C-2,,FAA_TYPE_3
1688,HONEYWELL,LTS101-650C-3,,FAA_TYPE_3
1689,HONEYWELL,LTS101-650C3A,,FAA_TYPE_3
1690,HONEYWELL,LTS101-700D-2,,FAA_TYPE_3
1691,HONEYWELL,LTS101-750B-1,,FAA_TYPE_3
1692,HONEYWELL,LTS101-750B-2,,FAA_TYPE_3
1693,HONEYWELL,LTS101-750C-1,,FAA_TYPE_3
1694,HONEYWELL,LTS101-850B-2,,FAA_TYPE_3
1695,HONEYWELL,T-55-L714A,,FAA_TYPE_3
1696,HONEYWELL,T53-L-703,,FAA_TYPE_3
1697,HONEYWELL,T53-L13B,,FAA_TYPE_3
1698,HONEYWELL,T5307A,,FAA_TYPE_2
1699,HONEYWELL,T5309A,,FAA_TYPE_3
1700,HONEYWELL,T5309B,,FAA_TYPE_3
1701,HONEYWELL,T5309C,,FAA_TYPE_3
1702,HONEYWELL,T5311A,,FAA_TYPE_3
1703,HONEYWELL,T5313B,,FAA_TYPE_3
1704,HONEYWELL,T5313L,,FAA_TYPE_3
1705,HONEYWELL,T5317 SER,,FAA_TYPE_3
1706,HONEYWELL,T5317A,,FAA_TYPE_3
1707,HONEYWELL,T5317A-1,,FAA_TYPE_3
1708,HONEYWELL,T5317B,,FAA_TYPE_3
1709,HONEYWELL,T55-GA-714A,,FAA_TYPE_3
1710,HONEYWELL,T5508D,,FAA_TYPE_3
1711,HONEYWELL,TFE-731,,FAA_TYPE_5
1712,HONEYWELL,TFE-731-5BR1H,,FAA_TYPE_5
1713,HONEYWELL,TFE-731-SER,,FAA_TYPE_5
1714,HONEYWELL,TFE731-2,,FAA_TYPE_5
1715,HONEYWELL,TFE731-2-3B,,FAA_TYPE_5
1716,HONEYWELL,TFE731-20,,FAA_TYPE_5
1717,HONEYWELL,TFE731-20AR,,FAA_TYPE_5
1718,HONEYWELL,TFE731-20BR,,FAA_TYPE_5
1719,HONEYWELL,TFE731-20R,,FAA_TYPE_5
1720,HONEYWELL,TFE731-2A,,FAA_TYPE_5
1721,HONEYWELL,TFE731-2B,,FAA_TYPE_5
1722,HONEYWELL,TFE731-2BR,,FAA_TYPE_5
1723,HONEYWELL,TFE731-2C,,FAA_TYPE_5
1724,HONEYWELL,TFE731-3,,FAA_TYPE_5
1725,HONEYWELL,TFE731-3-1C,,FAA_TYPE_5
1726,HONEYWELL,TFE731-3A,,FAA_TYPE_5
1727,HONEYWELL,TFE731-3AR,,FAA_TYPE_5
1728,HONEYWELL,TFE731-3B,,FAA_TYPE_5
1729,HONEYWELL,TFE731-3BR,,FAA_TYPE_5
1730,HONEYWELL,TFE731-3C,,FAA_TYPE_5
1731,HONEYWELL,TFE731-3CR,,FAA_TYPE_5
1732,HONEYWELL,TFE731-3D,,FAA_TYPE_5
1733,HONEYWELL,TFE731-3DR,,FAA_TYPE_5
1734,HONEYWELL,TFE731-3R,,FAA_TYPE_5
1735,HONEYWELL,TFE731-3R-1H,,FAA_TYPE_5
1736,HONEYWELL,TFE731-4,,FAA_TYPE_5
1737,HONEYWELL,TFE731-40,,FAA_TYPE_5
1738,HONEYWELL,TFE731-40AR,,FAA_TYPE_5
1739,HONEYWELL,TFE731-40BR-1,,FAA_TYPE_5
1740,HONEYWELL,TFE731-40BR1B,,FAA_TYPE_5
1741,HONEYWELL,TFE731-40R,,FAA_TYPE_5
1742,HONEYWELL,TFE731-4R,,FAA_TYPE_5
1743,HONEYWELL,TFE731-5,,FAA_TYPE_5
1744,HONEYWELL,TFE731-50R,,FAA_TYPE_5
1745,HONEYWELL,TFE731-5A,,FAA_TYPE_5
1746,HONEYWELL,TFE731-5AR,,FAA_TYPE_5
1747,HONEYWELL,TFE731-5B,,FAA_TYPE_5
1748,HONEYWELL,TFE731-5BR,,FAA_TYPE_5
1749,HONEYWELL,TFE731-5BR-1C,,FAA_TYPE_5
1750,HONEYWELL,TFE731-5BR-2C,,FAA_TYPE_5
1751,HONEYWELL,TFE731-5R,,FAA_TYPE_5
1752,HONEYWELL,TFE731-60,,FAA_TYPE_5
1753,HONEYWELL,TFE731-60-1C,,FAA_TYPE_5
1754,HONEYWELL,TFE73140AR200,,FAA_TYPE_5
1755,HONEYWELL,TPE-331-10UG,,FAA_TYPE_2
1756,HONEYWELL,TPE331-1,,FAA_TYPE_2
1757,HONEYWELL,TPE331-10,,FAA_TYPE_2
1758,HONEYWELL,TPE331-10 SER,,FAA_TYPE_2
1759,HONEYWELL,TPE331-101Z,,FAA_TYPE_2
1760,HONEYWELL,TPE331-10A,,FAA_TYPE_2
1761,HONEYWELL,TPE331-10AV,,FAA_TYPE_2
1762,HONEYWELL,TPE331-10B,,FAA_TYPE_2
1763,HONEYWELL,TPE331-10G,,FAA_TYPE_2
1764,HONEYWELL,TPE331-10GP,,FAA_TYPE_2
1765,HONEYWELL,TPE331-10GR,,FAA_TYPE_2
1766,HONEYWELL,TPE331-10GT,,FAA_TYPE_2
1767,HONEYWELL,TPE331-10J,,FAA_TYPE_2
1768,HONEYWELL,TPE331-10N,,FAA_TYPE_2
1769,HONEYWELL,TPE331-10P,,FAA_TYPE_2
1770,HONEYWELL,TPE331-10R,,FAA_TYPE_2
1771,HONEYWELL,TPE331-10T,,FAA_TYPE_2
1772,HONEYWELL,TPE331-10U,,FAA_TYPE_2
1773,HONEYWELL,TPE331-10UA,,FAA_TYPE_2
1774,HONEYWELL,TPE331-10UF,,FAA_TYPE_2
1775,HONEYWELL,TPE331-10UGR,,FAA_TYPE_2
1776,HONEYWELL,TPE331-10UJ,,FAA_TYPE_2
1777,HONEYWELL,TPE331-10UK,,FAA_TYPE_2
1778,HONEYWELL,TPE331-10UR,,FAA_TYPE_2
1779,HONEYWELL,TPE331-11U,,FAA_TYPE_2
1780,HONEYWELL,TPE331-11UA,,FAA_TYPE_2
1781,HONEYWELL,TPE331-12,,FAA_TYPE_2
1782,HONEYWELL,TPE331-12B,,FAA_TYPE_2
1783,HONEYWELL,TPE331-12JR,,FAA_TYPE_2
1784,HONEYWELL,TPE331-12UA,,FAA_TYPE_2
1785,HONEYWELL,TPE331-12UAR,,FAA_TYPE_2
1786,HONEYWELL,TPE331-12UER,,FAA_TYPE_2
1787,HONEYWELL,TPE331-12UHR,,FAA_TYPE_2
1788,HONEYWELL,TPE331-14A,,FAA_TYPE_2
1789,HONEYWELL,TPE331-14B,,FAA_TYPE_2
1790,HONEYWELL,TPE331-14F,,FAA_TYPE_2
1791,HONEYWELL,TPE331-14GR,,FAA_TYPE_2
1792,HONEYWELL,TPE331-14HR,,FAA_TYPE_2
1793,HONEYWELL,TPE331-15AW,,FAA_TYPE_2
1794,HONEYWELL,TPE331-1U,,FAA_TYPE_2
1795,HONEYWELL,TPE331-1UA,,FAA_TYPE_2
1796,HONEYWELL,TPE331-2,,FAA_TYPE_2
1797,HONEYWELL,TPE331-2-201A,,FAA_TYPE_2
1798,HONEYWELL,TPE331-25A,,FAA_TYPE_2
1799,HONEYWELL,TPE331-25AA,,FAA_TYPE_2
1800,HONEYWELL,TPE331-25B,,FAA_TYPE_2
1801,HONEYWELL,TPE331-25C,,FAA_TYPE_2
1802,HONEYWELL,TPE331-25D,,FAA_TYPE_2
1803,HONEYWELL,TPE331-25DA,,FAA_TYPE_2
1804,HONEYWELL,TPE331-25DB,,FAA_TYPE_2
1805,HONEYWELL,TPE331-25E,,FAA_TYPE_2
1806,HONEYWELL,TPE331-25F,,FAA_TYPE_2
1807,HONEYWELL,TPE331-25FA,,FAA_TYPE_2
1808,HONEYWELL,TPE331-29A,,FAA_TYPE_2
1809,HONEYWELL,TPE331-2U,,FAA_TYPE_2
1810,HONEYWELL,TPE331-2UA,,FAA_TYPE_2
1811,HONEYWELL,TPE331-3,,FAA_TYPE_2
1812,HONEYWELL,TPE331-3U,,FAA_TYPE_2
1813,HONEYWELL,TPE331-3UW,,FAA_TYPE_2
1814,HONEYWELL,TPE331-3W,,FAA_TYPE_2
1815,HONEYWELL,TPE331-43,,FAA_TYPE_2
1816,HONEYWELL,TPE331-43-B,,FAA_TYPE_2
1817,HONEYWELL,TPE331-45,,FAA_TYPE_2
1818,HONEYWELL,TPE331-47,,FAA_TYPE_2
1819,HONEYWELL,TPE331-47-A,,FAA_TYPE_2
1820,HONEYWELL,TPE331-47-B,,FAA_TYPE_2
1821,HONEYWELL,TPE331-5,,FAA_TYPE_2
1822,HONEYWELL,TPE331-51,,FAA_TYPE_2
1823,HONEYWELL,TPE331-55,,FAA_TYPE_2
1824,HONEYWELL,TPE331-55-A,,FAA_TYPE_2
1825,HONEYWELL,TPE331-55-B,,FAA_TYPE_2
1826,HONEYWELL,TPE331-57,,FAA_TYPE_2
1827,HONEYWELL,TPE331-57-B,,FAA_TYPE_2
1828,HONEYWELL,TPE331-5A,,FAA_TYPE_2
1829,HONEYWELL,TPE331-5B,,FAA_TYPE_2
1830,HONEYWELL,TPE331-5U,,FAA_TYPE_2
1831,HONEYWELL,TPE331-6,,FAA_TYPE_2
1832,HONEYWELL,TPE331-61,,FAA_TYPE_2
1833,HONEYWELL,TPE331-61-A,,FAA_TYPE_2
1834,HONEYWELL,TPE331-6A,,FAA_TYPE_2
1835,HONEYWELL,TPE331-6U,,FAA_TYPE_2
1836,HONEYWELL,TPE331-8,,FAA_TYPE_2
1837,HONEYWELL,TPE331-8A,,FAA_TYPE_2
1838,HONEYWELL,TPE331-9,,FAA_TYPE_2
1839,HONEYWELL,TPE331-9U,,FAA_TYPE_2
1840,HONEYWELL,TPE331-SER,,FAA_TYPE_2
1841,HONEYWELL,TSE331-3U,,FAA_TYPE_3
1842,HONEYWELL,TSE36-1,,FAA_TYPE_3
1843,HONEYWELL,TYPE331-5AB,,FAA_TYPE_2
1844,HOUSAI,6JIA,,FAA_TYPE_1
1845,HOUSAI,HS6A,,FAA_TYPE_1
1846,HUMMEL,1/2 VW,,FAA_TYPE_7
1847,HUMMEL,2180,,FAA_TYPE_1
1848,HUMMEL,VW 2.4L,,FAA_TYPE_8
1849,IAE,50R-AA,,FAA_TYPE_11
1850,IAE,PW1127G-JM,,FAA_TYPE_5
1851,IAE,PW1127GA-JM,,FAA_TYPE_5
1852,IAE,PW1133G-JM,,FAA_TYPE_5
1853,IAE,PW1133GA-JM,,FAA_TYPE_5
1854,IAE,V2500-A1,,FAA_TYPE_5
1855,IAE,V2500E-A5,,FAA_TYPE_5
1856,IAE,V2500SERIES,,FAA_TYPE_4
1857,IAE,V2522-A5,,FAA_TYPE_4_5
1858,IAE,V2524-A5,,FAA_TYPE_5
1859,IAE,V2525-D5,,FAA_TYPE_5
1860,IAE,V2527-A5,,FAA_TYPE_5
1861,IAE,V2527E-A5,,FAA_TYPE_5
1862,IAE,V2527M-A5,,FAA_TYPE_5
1863,IAE,V2528-D5,,FAA_TYPE_5
1864,IAE,V2530-A5,,FAA_TYPE_5
1865,IAE,V2533-A5,,FAA_TYPE_5
1866,INNTEC,800,,FAA_TYPE_7
1867,ISOTOV,GTD-350,,FAA_TYPE_3
1868,IVCHENKO,AI-14R,,FAA_TYPE_1
1869,IVCHENKO,AI-25TL,,FAA_TYPE_5
1870,IVCHENKO,AL-25SERIES,,FAA_TYPE_5
1871,JABIRU,2200,,FAA_TYPE_8
1872,JABIRU,2200A,,FAA_TYPE_8
1873,JABIRU,3300,,FAA_TYPE_1_8
1874,JABIRU,3300A,,FAA_TYPE_8
1875,JABIRU,3300L,,FAA_TYPE_8
1876,JABIRU,5100,,FAA_TYPE_8
1877,JACOBS,L-3MBA,,FAA_TYPE_1
1878,JACOBS,L-4,,FAA_TYPE_1
1879,JACOBS,L-4M,,FAA_TYPE_1
1880,JACOBS,L-4MA,,FAA_TYPE_1
